,Chromosome,Source,Feature,Start,End,Score,Strand,Frame,Attribute
177295,JAILWY010000023.1,AUGUSTUS,gene,160128,160710,0.61,+,.,JAILWY010000023.1.g15040
177302,JAILWY010000023.1,AUGUSTUS,gene,161616,166748,0.55,+,.,JAILWY010000023.1.g15041
177315,JAILWY010000023.1,AUGUSTUS,gene,171341,172649,0.45,-,.,JAILWY010000023.1.g15042
177322,JAILWY010000023.1,AUGUSTUS,gene,173583,173882,0.89,-,.,JAILWY010000023.1.g15043
177327,JAILWY010000023.1,AUGUSTUS,gene,174758,177330,0.6,+,.,JAILWY010000023.1.g15044
177338,JAILWY010000023.1,AUGUSTUS,gene,182787,191390,0.31,+,.,JAILWY010000023.1.g15045
177357,JAILWY010000023.1,AUGUSTUS,gene,191940,192554,1,-,.,JAILWY010000023.1.g15046
177362,JAILWY010000023.1,AUGUSTUS,gene,193346,197667,0.21,+,.,JAILWY010000023.1.g15047
177385,JAILWY010000023.1,AUGUSTUS,gene,204944,208146,0.8,-,.,JAILWY010000023.1.g15048
177398,JAILWY010000023.1,AUGUSTUS,gene,208388,213480,0.5,-,.,JAILWY010000023.1.g15049
177411,JAILWY010000023.1,AUGUSTUS,gene,216641,217785,0.4,-,.,JAILWY010000023.1.g15050
177418,JAILWY010000023.1,AUGUSTUS,gene,218476,223743,0.82,-,.,JAILWY010000023.1.g15051
177435,JAILWY010000023.1,AUGUSTUS,gene,227396,228262,0.99,-,.,JAILWY010000023.1.g15052
177440,JAILWY010000023.1,AUGUSTUS,gene,230491,230826,0.51,+,.,JAILWY010000023.1.g15053
177445,JAILWY010000023.1,AUGUSTUS,gene,230939,231280,0.67,-,.,JAILWY010000023.1.g15054
177450,JAILWY010000023.1,AUGUSTUS,gene,232474,232701,0.5,-,.,JAILWY010000023.1.g15055
177455,JAILWY010000023.1,AUGUSTUS,gene,237995,240723,0.63,+,.,JAILWY010000023.1.g15056
177474,JAILWY010000023.1,AUGUSTUS,gene,244292,250246,0.23,-,.,JAILWY010000023.1.g15057
177493,JAILWY010000023.1,AUGUSTUS,gene,250499,251693,0.23,+,.,JAILWY010000023.1.g15058
177500,JAILWY010000023.1,AUGUSTUS,gene,253973,257230,0.16,+,.,JAILWY010000023.1.g15059
177507,JAILWY010000023.1,AUGUSTUS,gene,258516,258842,0.61,-,.,JAILWY010000023.1.g15060
177512,JAILWY010000023.1,AUGUSTUS,gene,263840,264055,0.97,-,.,JAILWY010000023.1.g15061
177517,JAILWY010000023.1,AUGUSTUS,gene,267881,270423,0.94,+,.,JAILWY010000023.1.g15062
177524,JAILWY010000023.1,AUGUSTUS,gene,275302,281781,0.42,+,.,JAILWY010000023.1.g15063
177543,JAILWY010000023.1,AUGUSTUS,gene,285821,287098,0.56,+,.,JAILWY010000023.1.g15064
177554,JAILWY010000023.1,AUGUSTUS,gene,302200,305792,0.84,+,.,JAILWY010000023.1.g15065
177569,JAILWY010000023.1,AUGUSTUS,gene,311748,312002,0.98,+,.,JAILWY010000023.1.g15066
177574,JAILWY010000023.1,AUGUSTUS,gene,320033,320590,0.73,+,.,JAILWY010000023.1.g15067
177579,JAILWY010000023.1,AUGUSTUS,gene,322426,323238,0.59,-,.,JAILWY010000023.1.g15068
177586,JAILWY010000023.1,AUGUSTUS,gene,327624,339412,0.86,-,.,JAILWY010000023.1.g15069
177595,JAILWY010000023.1,AUGUSTUS,gene,350376,350675,0.45,-,.,JAILWY010000023.1.g15070
177600,JAILWY010000023.1,AUGUSTUS,gene,350936,354881,0.32,-,.,JAILWY010000023.1.g15071
177607,JAILWY010000023.1,AUGUSTUS,gene,360205,368948,0.09,+,.,JAILWY010000023.1.g15072
177634,JAILWY010000023.1,AUGUSTUS,gene,371804,373570,0.78,+,.,JAILWY010000023.1.g15073
177639,JAILWY010000023.1,AUGUSTUS,gene,379384,381141,0.87,+,.,JAILWY010000023.1.g15074
177644,JAILWY010000023.1,AUGUSTUS,gene,385811,387574,0.91,+,.,JAILWY010000023.1.g15075
177649,JAILWY010000023.1,AUGUSTUS,gene,388880,391208,0.48,-,.,JAILWY010000023.1.g15076
177660,JAILWY010000023.1,AUGUSTUS,gene,398514,401405,0.28,+,.,JAILWY010000023.1.g15077
177669,JAILWY010000023.1,AUGUSTUS,gene,433705,433977,1,+,.,JAILWY010000023.1.g15078
177674,JAILWY010000023.1,AUGUSTUS,gene,453123,463481,0.41,+,.,JAILWY010000023.1.g15079
177693,JAILWY010000023.1,AUGUSTUS,gene,467555,468347,0.9,+,.,JAILWY010000023.1.g15080
177700,JAILWY010000023.1,AUGUSTUS,gene,469821,471391,0.45,-,.,JAILWY010000023.1.g15081
177709,JAILWY010000023.1,AUGUSTUS,gene,479789,486446,0.33,-,.,JAILWY010000023.1.g15082
177732,JAILWY010000023.1,AUGUSTUS,gene,487160,488245,0.91,+,.,JAILWY010000023.1.g15083
177737,JAILWY010000023.1,AUGUSTUS,gene,493878,505749,0.29,-,.,JAILWY010000023.1.g15084
177770,JAILWY010000023.1,AUGUSTUS,gene,506511,507365,0.66,+,.,JAILWY010000023.1.g15085
177777,JAILWY010000023.1,AUGUSTUS,gene,530679,530969,0.95,-,.,JAILWY010000023.1.g15086
177782,JAILWY010000023.1,AUGUSTUS,gene,539902,540198,0.86,-,.,JAILWY010000023.1.g15087
177787,JAILWY010000023.1,AUGUSTUS,gene,542507,545859,0.49,-,.,JAILWY010000023.1.g15088
177794,JAILWY010000023.1,AUGUSTUS,gene,546133,559613,0.05,+,.,JAILWY010000023.1.g15089
177819,JAILWY010000023.1,AUGUSTUS,gene,567433,570957,0.47,+,.,JAILWY010000023.1.g15090
177828,JAILWY010000023.1,AUGUSTUS,gene,582485,583646,0.75,-,.,JAILWY010000023.1.g15091
177835,JAILWY010000023.1,AUGUSTUS,gene,590311,599843,0.75,+,.,JAILWY010000023.1.g15092
177844,JAILWY010000023.1,AUGUSTUS,gene,614033,619007,0.36,+,.,JAILWY010000023.1.g15093
177853,JAILWY010000023.1,AUGUSTUS,gene,633450,636526,0.44,+,.,JAILWY010000023.1.g15094
177866,JAILWY010000023.1,AUGUSTUS,gene,647346,650250,0.31,+,.,JAILWY010000023.1.g15095
177879,JAILWY010000023.1,AUGUSTUS,gene,654794,664482,0.12,-,.,JAILWY010000023.1.g15096
177916,JAILWY010000023.1,AUGUSTUS,gene,672465,673256,0.93,+,.,JAILWY010000023.1.g15097
177921,JAILWY010000023.1,AUGUSTUS,gene,673772,674161,0.28,+,.,JAILWY010000023.1.g15098
177926,JAILWY010000023.1,AUGUSTUS,gene,676107,678354,0.68,+,.,JAILWY010000023.1.g15099
177939,JAILWY010000023.1,AUGUSTUS,gene,683037,692138,0.07,+,.,JAILWY010000023.1.g15100
177962,JAILWY010000023.1,AUGUSTUS,gene,702685,708752,0.64,-,.,JAILWY010000023.1.g15101
177989,JAILWY010000023.1,AUGUSTUS,gene,709303,712081,0.84,+,.,JAILWY010000023.1.g15102
178006,JAILWY010000023.1,AUGUSTUS,gene,713296,722041,0.43,-,.,JAILWY010000023.1.g15103
178019,JAILWY010000023.1,AUGUSTUS,gene,740287,742207,0.97,-,.,JAILWY010000023.1.g15104
178026,JAILWY010000023.1,AUGUSTUS,gene,743122,752774,0.7,-,.,JAILWY010000023.1.g15105
178047,JAILWY010000023.1,AUGUSTUS,gene,754443,782908,0.07,-,.,JAILWY010000023.1.g15106
178138,JAILWY010000023.1,AUGUSTUS,gene,804187,804459,1,+,.,JAILWY010000023.1.g15107
178143,JAILWY010000023.1,AUGUSTUS,gene,851091,852935,0.74,+,.,JAILWY010000023.1.g15108
178154,JAILWY010000023.1,AUGUSTUS,gene,855213,863363,0.76,+,.,JAILWY010000023.1.g15109
178175,JAILWY010000023.1,AUGUSTUS,gene,863496,870041,0.53,-,.,JAILWY010000023.1.g15110
178194,JAILWY010000023.1,AUGUSTUS,gene,890227,894611,0.82,+,.,JAILWY010000023.1.g15111
178209,JAILWY010000023.1,AUGUSTUS,gene,901151,905498,0.45,-,.,JAILWY010000023.1.g15112
178236,JAILWY010000023.1,AUGUSTUS,gene,933413,935997,1,+,.,JAILWY010000023.1.g15113
178243,JAILWY010000023.1,AUGUSTUS,gene,938564,938908,1,+,.,JAILWY010000023.1.g15114
178248,JAILWY010000023.1,AUGUSTUS,gene,973862,977197,0.45,-,.,JAILWY010000023.1.g15115
178255,JAILWY010000023.1,AUGUSTUS,gene,992836,993168,0.75,+,.,JAILWY010000023.1.g15116
178260,JAILWY010000023.1,AUGUSTUS,gene,1025200,1029712,0.55,-,.,JAILWY010000023.1.g15117
178269,JAILWY010000023.1,AUGUSTUS,gene,1043926,1044981,0.61,-,.,JAILWY010000023.1.g15118
178274,JAILWY010000023.1,AUGUSTUS,gene,1058212,1060248,0.66,-,.,JAILWY010000023.1.g15119
178279,JAILWY010000023.1,AUGUSTUS,gene,1178428,1187743,0.64,+,.,JAILWY010000023.1.g15120
178294,JAILWY010000023.1,AUGUSTUS,gene,1196788,1201024,0.15,-,.,JAILWY010000023.1.g15121
178319,JAILWY010000023.1,AUGUSTUS,gene,1206782,1207842,0.41,+,.,JAILWY010000023.1.g15122
178326,JAILWY010000023.1,AUGUSTUS,gene,1215257,1219810,0.39,-,.,JAILWY010000023.1.g15123
178333,JAILWY010000023.1,AUGUSTUS,gene,1224680,1226268,0.44,+,.,JAILWY010000023.1.g15124
178344,JAILWY010000023.1,AUGUSTUS,gene,1231543,1232094,0.61,+,.,JAILWY010000023.1.g15125
178349,JAILWY010000023.1,AUGUSTUS,gene,1238790,1240690,0.81,+,.,JAILWY010000023.1.g15126
178358,JAILWY010000023.1,AUGUSTUS,gene,1269504,1269863,0.7,+,.,JAILWY010000023.1.g15127
178363,JAILWY010000023.1,AUGUSTUS,gene,1270462,1279856,0.53,+,.,JAILWY010000023.1.g15128
178390,JAILWY010000023.1,AUGUSTUS,gene,1279868,1283596,0.26,+,.,JAILWY010000023.1.g15129
178409,JAILWY010000023.1,AUGUSTUS,gene,1284226,1288118,0.18,-,.,JAILWY010000023.1.g15130
178418,JAILWY010000023.1,AUGUSTUS,gene,1288277,1289338,0.74,-,.,JAILWY010000023.1.g15131
178423,JAILWY010000023.1,AUGUSTUS,gene,1290211,1294238,0.46,+,.,JAILWY010000023.1.g15132
178438,JAILWY010000023.1,AUGUSTUS,gene,1308435,1309319,0.77,+,.,JAILWY010000023.1.g15133
178443,JAILWY010000023.1,AUGUSTUS,gene,1319236,1329394,0.25,+,.,JAILWY010000023.1.g15134
178476,JAILWY010000023.1,AUGUSTUS,gene,1339812,1349030,0.43,-,.,JAILWY010000023.1.g15135
178495,JAILWY010000023.1,AUGUSTUS,gene,1369996,1371885,0.97,-,.,JAILWY010000023.1.g15136
178508,JAILWY010000023.1,AUGUSTUS,gene,1373588,1377979,0.73,+,.,JAILWY010000023.1.g15137
178529,JAILWY010000023.1,AUGUSTUS,gene,1379345,1381017,0.47,-,.,JAILWY010000023.1.g15138
178538,JAILWY010000023.1,AUGUSTUS,gene,1381581,1383949,0.98,+,.,JAILWY010000023.1.g15139
178549,JAILWY010000023.1,AUGUSTUS,gene,1385371,1388253,0.88,-,.,JAILWY010000023.1.g15140
178570,JAILWY010000023.1,AUGUSTUS,gene,1423131,1423600,0.76,-,.,JAILWY010000023.1.g15141
178577,JAILWY010000023.1,AUGUSTUS,gene,1437929,1440706,0.57,+,.,JAILWY010000023.1.g15142
178596,JAILWY010000023.1,AUGUSTUS,gene,1444365,1445853,0.62,-,.,JAILWY010000023.1.g15143
178607,JAILWY010000023.1,AUGUSTUS,gene,1447081,1447621,0.26,+,.,JAILWY010000023.1.g15144
178614,JAILWY010000023.1,AUGUSTUS,gene,1591266,1596672,0.76,+,.,JAILWY010000023.1.g15145
178621,JAILWY010000023.1,AUGUSTUS,gene,1603437,1604251,0.91,+,.,JAILWY010000023.1.g15146
178628,JAILWY010000023.1,AUGUSTUS,gene,1614474,1614704,0.82,-,.,JAILWY010000023.1.g15147
178633,JAILWY010000023.1,AUGUSTUS,gene,1640142,1642940,0.57,+,.,JAILWY010000023.1.g15148
178646,JAILWY010000023.1,AUGUSTUS,gene,1649978,1656871,0.81,+,.,JAILWY010000023.1.g15149
178683,JAILWY010000023.1,AUGUSTUS,gene,1658751,1660010,0.99,-,.,JAILWY010000023.1.g15150
178690,JAILWY010000023.1,AUGUSTUS,gene,1660273,1661154,0.51,-,.,JAILWY010000023.1.g15151
178697,JAILWY010000023.1,AUGUSTUS,gene,1666765,1668708,0.98,-,.,JAILWY010000023.1.g15152
178704,JAILWY010000023.1,AUGUSTUS,gene,1668980,1669859,0.39,-,.,JAILWY010000023.1.g15153
178711,JAILWY010000023.1,AUGUSTUS,gene,1670588,1670899,0.49,-,.,JAILWY010000023.1.g15154
178716,JAILWY010000023.1,AUGUSTUS,gene,1674995,1682448,1,+,.,JAILWY010000023.1.g15155
178737,JAILWY010000023.1,AUGUSTUS,gene,1693077,1694081,0.94,-,.,JAILWY010000023.1.g15156
178744,JAILWY010000023.1,AUGUSTUS,gene,1696920,1714269,0.08,-,.,JAILWY010000023.1.g15157
178801,JAILWY010000023.1,AUGUSTUS,gene,1731206,1732436,0.75,-,.,JAILWY010000023.1.g15158
178808,JAILWY010000023.1,AUGUSTUS,gene,1738170,1741627,0.68,-,.,JAILWY010000023.1.g15159
178817,JAILWY010000023.1,AUGUSTUS,gene,1758032,1763869,0.16,-,.,JAILWY010000023.1.g15160
178824,JAILWY010000023.1,AUGUSTUS,gene,1765482,1765724,0.34,-,.,JAILWY010000023.1.g15161
178829,JAILWY010000023.1,AUGUSTUS,gene,1894502,1894741,0.6,-,.,JAILWY010000023.1.g15162
178834,JAILWY010000023.1,AUGUSTUS,gene,1895408,1896055,0.82,+,.,JAILWY010000023.1.g15163
178839,JAILWY010000023.1,AUGUSTUS,gene,1899602,1906249,0.1,+,.,JAILWY010000023.1.g15164
178874,JAILWY010000023.1,AUGUSTUS,gene,1908309,1910241,0.54,-,.,JAILWY010000023.1.g15165
178887,JAILWY010000023.1,AUGUSTUS,gene,1931370,1931636,0.83,+,.,JAILWY010000023.1.g15166
178892,JAILWY010000023.1,AUGUSTUS,gene,1959100,1959390,0.77,-,.,JAILWY010000023.1.g15167
178897,JAILWY010000023.1,AUGUSTUS,gene,1968190,1968465,0.95,-,.,JAILWY010000023.1.g15168
178902,JAILWY010000023.1,AUGUSTUS,gene,1974087,1981677,0.38,+,.,JAILWY010000023.1.g15169
178921,JAILWY010000023.1,AUGUSTUS,gene,1999176,2003403,0.82,+,.,JAILWY010000023.1.g15170
178940,JAILWY010000023.1,AUGUSTUS,gene,2003959,2011415,0.03,-,.,JAILWY010000023.1.g15171
178981,JAILWY010000023.1,AUGUSTUS,gene,2013458,2015951,0.99,-,.,JAILWY010000023.1.g15172
178994,JAILWY010000023.1,AUGUSTUS,gene,2019141,2020873,0.72,+,.,JAILWY010000023.1.g15173
179003,JAILWY010000023.1,AUGUSTUS,gene,2023797,2029518,0.46,+,.,JAILWY010000023.1.g15174
179018,JAILWY010000023.1,AUGUSTUS,gene,2030419,2034074,0.42,+,.,JAILWY010000023.1.g15175
179035,JAILWY010000023.1,AUGUSTUS,gene,2040508,2041266,0.98,-,.,JAILWY010000023.1.g15176
179040,JAILWY010000023.1,AUGUSTUS,gene,2051365,2051835,0.74,+,.,JAILWY010000023.1.g15177
179045,JAILWY010000023.1,AUGUSTUS,gene,2052905,2053585,0.76,-,.,JAILWY010000023.1.g15178
179050,JAILWY010000023.1,AUGUSTUS,gene,2054448,2058303,0.62,+,.,JAILWY010000023.1.g15179
179069,JAILWY010000023.1,AUGUSTUS,gene,2063588,2064001,1,+,.,JAILWY010000023.1.g15180
179074,JAILWY010000023.1,AUGUSTUS,gene,2064663,2067645,0.78,-,.,JAILWY010000023.1.g15181
179087,JAILWY010000023.1,AUGUSTUS,gene,2073057,2080451,0.9,+,.,JAILWY010000023.1.g15182
179098,JAILWY010000023.1,AUGUSTUS,gene,2080977,2089992,0.12,-,.,JAILWY010000023.1.g15183
179141,JAILWY010000023.1,AUGUSTUS,gene,2103188,2105484,0.49,+,.,JAILWY010000023.1.g15184
179152,JAILWY010000023.1,AUGUSTUS,gene,2106580,2109017,0.87,+,.,JAILWY010000023.1.g15185
179163,JAILWY010000023.1,AUGUSTUS,gene,2115527,2119012,0.46,+,.,JAILWY010000023.1.g15186
179176,JAILWY010000023.1,AUGUSTUS,gene,2130890,2131126,0.59,-,.,JAILWY010000023.1.g15187
179181,JAILWY010000023.1,AUGUSTUS,gene,2134545,2142146,0.26,+,.,JAILWY010000023.1.g15188
179188,JAILWY010000023.1,AUGUSTUS,gene,2142923,2143156,0.97,-,.,JAILWY010000023.1.g15189
179193,JAILWY010000023.1,AUGUSTUS,gene,2144125,2144749,0.31,+,.,JAILWY010000023.1.g15190
179200,JAILWY010000023.1,AUGUSTUS,gene,2146899,2147177,0.99,+,.,JAILWY010000023.1.g15191
179205,JAILWY010000023.1,AUGUSTUS,gene,2151002,2151241,0.5,-,.,JAILWY010000023.1.g15192
179210,JAILWY010000023.1,AUGUSTUS,gene,2156857,2160502,0.56,-,.,JAILWY010000023.1.g15193
179235,JAILWY010000023.1,AUGUSTUS,gene,2165651,2171504,0.59,-,.,JAILWY010000023.1.g15194
179270,JAILWY010000023.1,AUGUSTUS,gene,2174803,2176170,0.48,+,.,JAILWY010000023.1.g15195
179281,JAILWY010000023.1,AUGUSTUS,gene,2177506,2178134,0.5,-,.,JAILWY010000023.1.g15196
179288,JAILWY010000023.1,AUGUSTUS,gene,2183509,2187237,0.39,-,.,JAILWY010000023.1.g15197
179311,JAILWY010000023.1,AUGUSTUS,gene,2190103,2190468,0.62,-,.,JAILWY010000023.1.g15198
179316,JAILWY010000023.1,AUGUSTUS,gene,2204376,2208013,0.21,+,.,JAILWY010000023.1.g15199
179329,JAILWY010000023.1,AUGUSTUS,gene,2210035,2211456,0.29,+,.,JAILWY010000023.1.g15200
179338,JAILWY010000023.1,AUGUSTUS,gene,2213038,2214487,0.27,+,.,JAILWY010000023.1.g15201
179349,JAILWY010000023.1,AUGUSTUS,gene,2228100,2234225,0.43,+,.,JAILWY010000023.1.g15202
179358,JAILWY010000023.1,AUGUSTUS,gene,2240418,2241104,0.94,+,.,JAILWY010000023.1.g15203
179363,JAILWY010000023.1,AUGUSTUS,gene,2268291,2271932,0.45,-,.,JAILWY010000023.1.g15204
179388,JAILWY010000023.1,AUGUSTUS,gene,2273898,2274200,0.68,+,.,JAILWY010000023.1.g15205
179393,JAILWY010000023.1,AUGUSTUS,gene,2286067,2286417,0.98,+,.,JAILWY010000023.1.g15206
179398,JAILWY010000023.1,AUGUSTUS,gene,2297571,2303537,0.57,+,.,JAILWY010000023.1.g15207
179421,JAILWY010000023.1,AUGUSTUS,gene,2320798,2327120,0.18,+,.,JAILWY010000023.1.g15208
179444,JAILWY010000023.1,AUGUSTUS,gene,2336161,2343540,0.56,-,.,JAILWY010000023.1.g15209
179469,JAILWY010000023.1,AUGUSTUS,gene,2345309,2347136,0.53,+,.,JAILWY010000023.1.g15210
179478,JAILWY010000023.1,AUGUSTUS,gene,2360915,2362184,0.19,+,.,JAILWY010000023.1.g15211
179485,JAILWY010000023.1,AUGUSTUS,gene,2371790,2372017,0.67,+,.,JAILWY010000023.1.g15212
179490,JAILWY010000023.1,AUGUSTUS,gene,2377033,2379397,0.44,-,.,JAILWY010000023.1.g15213
179499,JAILWY010000023.1,AUGUSTUS,gene,2380140,2384715,0.48,+,.,JAILWY010000023.1.g15214
179516,JAILWY010000023.1,AUGUSTUS,gene,2391467,2393086,0.33,-,.,JAILWY010000023.1.g15215
179527,JAILWY010000023.1,AUGUSTUS,gene,2395918,2396864,0.82,-,.,JAILWY010000023.1.g15216
179534,JAILWY010000023.1,AUGUSTUS,gene,2603517,2604786,0.25,+,.,JAILWY010000023.1.g15217
179541,JAILWY010000023.1,AUGUSTUS,gene,2614234,2614461,0.72,-,.,JAILWY010000023.1.g15218
179546,JAILWY010000023.1,AUGUSTUS,gene,2625605,2627433,0.13,-,.,JAILWY010000023.1.g15219
179555,JAILWY010000023.1,AUGUSTUS,gene,2635547,2635774,0.67,+,.,JAILWY010000023.1.g15220
179560,JAILWY010000023.1,AUGUSTUS,gene,2644223,2647204,0.42,-,.,JAILWY010000023.1.g15221
179571,JAILWY010000023.1,AUGUSTUS,gene,2650368,2659523,0.26,-,.,JAILWY010000023.1.g15222
179586,JAILWY010000023.1,AUGUSTUS,gene,2663489,2668907,0.41,-,.,JAILWY010000023.1.g15223
179597,JAILWY010000023.1,AUGUSTUS,gene,2701620,2706751,0.79,+,.,JAILWY010000023.1.g15224
179616,JAILWY010000023.1,AUGUSTUS,gene,2708414,2711264,0.07,-,.,JAILWY010000023.1.g15225
179629,JAILWY010000023.1,AUGUSTUS,gene,2714706,2715987,0.2,+,.,JAILWY010000023.1.g15226
179636,JAILWY010000023.1,AUGUSTUS,gene,2726779,2730004,0.08,-,.,JAILWY010000023.1.g15227
179657,JAILWY010000023.1,AUGUSTUS,gene,2747064,2747306,0.29,-,.,JAILWY010000023.1.g15228
179662,JAILWY010000023.1,AUGUSTUS,gene,2747976,2752150,0.09,+,.,JAILWY010000023.1.g15229
179673,JAILWY010000023.1,AUGUSTUS,gene,2752440,2752649,0.35,-,.,JAILWY010000023.1.g15230
179678,JAILWY010000023.1,AUGUSTUS,gene,2761968,2770255,0.09,-,.,JAILWY010000023.1.g15231
179713,JAILWY010000023.1,AUGUSTUS,gene,2771073,2771318,0.5,+,.,JAILWY010000023.1.g15232
179718,JAILWY010000023.1,AUGUSTUS,gene,2775905,2786859,0.07,-,.,JAILWY010000023.1.g15233
179763,JAILWY010000023.1,AUGUSTUS,gene,2789101,2795108,0.2,+,.,JAILWY010000023.1.g15234
179788,JAILWY010000023.1,AUGUSTUS,gene,2807335,2812889,0.21,-,.,JAILWY010000023.1.g15235
179817,JAILWY010000023.1,AUGUSTUS,gene,2818566,2818814,0.9,-,.,JAILWY010000023.1.g15236
179822,JAILWY010000023.1,AUGUSTUS,gene,2822104,2822358,0.47,-,.,JAILWY010000023.1.g15237
179827,JAILWY010000023.1,AUGUSTUS,gene,2831488,2835724,0.9,-,.,JAILWY010000023.1.g15238
179840,JAILWY010000023.1,AUGUSTUS,gene,2852755,2853524,0.55,-,.,JAILWY010000023.1.g15239
179847,JAILWY010000023.1,AUGUSTUS,gene,2890610,2891113,0.42,-,.,JAILWY010000023.1.g15240
179854,JAILWY010000023.1,AUGUSTUS,gene,2891240,2895613,0.81,-,.,JAILWY010000023.1.g15241
179875,JAILWY010000023.1,AUGUSTUS,gene,2923777,2929636,0.15,+,.,JAILWY010000023.1.g15242
179892,JAILWY010000023.1,AUGUSTUS,gene,2930047,2932467,0.5,-,.,JAILWY010000023.1.g15243
179909,JAILWY010000023.1,AUGUSTUS,gene,2932958,2936756,0.72,+,.,JAILWY010000023.1.g15244
179920,JAILWY010000023.1,AUGUSTUS,gene,2939431,2943904,0.5,-,.,JAILWY010000023.1.g15245
179933,JAILWY010000023.1,AUGUSTUS,gene,2954029,2956427,0.15,+,.,JAILWY010000023.1.g15246
179942,JAILWY010000023.1,AUGUSTUS,gene,2960584,2962893,0.49,-,.,JAILWY010000023.1.g15247
179949,JAILWY010000023.1,AUGUSTUS,gene,2963949,2974505,0.32,+,.,JAILWY010000023.1.g15248
179996,JAILWY010000023.1,AUGUSTUS,gene,2982314,2985398,0.59,-,.,JAILWY010000023.1.g15249
180011,JAILWY010000023.1,AUGUSTUS,gene,2991467,2994583,0.9,+,.,JAILWY010000023.1.g15250
180016,JAILWY010000023.1,AUGUSTUS,gene,2998644,3002526,0.96,+,.,JAILWY010000023.1.g15251
180023,JAILWY010000023.1,AUGUSTUS,gene,3005508,3006731,0.56,-,.,JAILWY010000023.1.g15252
180032,JAILWY010000023.1,AUGUSTUS,gene,3045260,3046627,0.87,+,.,JAILWY010000023.1.g15253
180037,JAILWY010000023.1,AUGUSTUS,gene,3068583,3070439,0.31,+,.,JAILWY010000023.1.g15254
180044,JAILWY010000023.1,AUGUSTUS,gene,3089471,3094053,0.52,+,.,JAILWY010000023.1.g15255
180071,JAILWY010000023.1,AUGUSTUS,gene,3103806,3106042,0.64,+,.,JAILWY010000023.1.g15256
180086,JAILWY010000023.1,AUGUSTUS,gene,3115990,3116853,0.79,-,.,JAILWY010000023.1.g15257
180095,JAILWY010000023.1,AUGUSTUS,gene,3124786,3127286,0.11,-,.,JAILWY010000023.1.g15258
180108,JAILWY010000023.1,AUGUSTUS,gene,3129311,3129544,0.87,-,.,JAILWY010000023.1.g15259
180113,JAILWY010000023.1,AUGUSTUS,gene,3136055,3137419,0.36,-,.,JAILWY010000023.1.g15260
180122,JAILWY010000023.1,AUGUSTUS,gene,3169744,3172512,0.83,+,.,JAILWY010000023.1.g15261
180131,JAILWY010000023.1,AUGUSTUS,gene,3178559,3179446,0.4,+,.,JAILWY010000023.1.g15262
180138,JAILWY010000023.1,AUGUSTUS,gene,3180681,3183256,0.4,+,.,JAILWY010000023.1.g15263
180151,JAILWY010000023.1,AUGUSTUS,gene,3200194,3200577,0.94,+,.,JAILWY010000023.1.g15264
180156,JAILWY010000023.1,AUGUSTUS,gene,3226270,3227067,0.95,-,.,JAILWY010000023.1.g15265
180161,JAILWY010000023.1,AUGUSTUS,gene,3237421,3238690,0.24,+,.,JAILWY010000023.1.g15266
180168,JAILWY010000023.1,AUGUSTUS,gene,3250285,3250512,0.76,+,.,JAILWY010000023.1.g15267
180173,JAILWY010000023.1,AUGUSTUS,gene,3262040,3262297,0.49,+,.,JAILWY010000023.1.g15268
180178,JAILWY010000023.1,AUGUSTUS,gene,3313965,3314228,0.94,+,.,JAILWY010000023.1.g15269
180183,JAILWY010000023.1,AUGUSTUS,gene,3330881,3340332,0.03,-,.,JAILWY010000023.1.g15270
180222,JAILWY010000023.1,AUGUSTUS,gene,3354269,3356722,0.59,+,.,JAILWY010000023.1.g15271
180229,JAILWY010000023.1,AUGUSTUS,gene,3358879,3359121,0.51,+,.,JAILWY010000023.1.g15272
180234,JAILWY010000023.1,AUGUSTUS,gene,3368229,3368498,0.96,-,.,JAILWY010000023.1.g15273
180239,JAILWY010000023.1,AUGUSTUS,gene,3383264,3392981,0.6,+,.,JAILWY010000023.1.g15274
180266,JAILWY010000023.1,AUGUSTUS,gene,3393080,3404209,0.32,+,.,JAILWY010000023.1.g15275
180309,JAILWY010000023.1,AUGUSTUS,gene,3429476,3429745,0.4,+,.,JAILWY010000023.1.g15276
180314,JAILWY010000023.1,AUGUSTUS,gene,3466415,3471538,0.8,+,.,JAILWY010000023.1.g15277
180325,JAILWY010000023.1,AUGUSTUS,gene,3473157,3478618,0.76,+,.,JAILWY010000023.1.g15278
180334,JAILWY010000023.1,AUGUSTUS,gene,3506536,3506763,0.6,+,.,JAILWY010000023.1.g15279
180339,JAILWY010000023.1,AUGUSTUS,gene,3525917,3528563,0.71,+,.,JAILWY010000023.1.g15280
180348,JAILWY010000023.1,AUGUSTUS,gene,3570310,3571201,0.52,-,.,JAILWY010000023.1.g15281
180357,JAILWY010000023.1,AUGUSTUS,gene,3574948,3590672,0.11,+,.,JAILWY010000023.1.g15282
180404,JAILWY010000023.1,AUGUSTUS,gene,3592662,3595563,0.62,+,.,JAILWY010000023.1.g15283
180411,JAILWY010000023.1,AUGUSTUS,gene,3596920,3605231,0.32,+,.,JAILWY010000023.1.g15284
180456,JAILWY010000023.1,AUGUSTUS,gene,3610445,3611861,0.48,-,.,JAILWY010000023.1.g15285
180467,JAILWY010000023.1,AUGUSTUS,gene,3612681,3614070,0.58,+,.,JAILWY010000023.1.g15286
